return_id,order_id,return_date,return_reason,return_status,refund_amount,return_shipping_cost,restocking_cost
RET00704,ORD008786,2025-03-05,Changed Mind,Approved,2195.66,125,82.86
RET00705,ORD008788,2025-05-13,Changed Mind,Approved,2548.89,105,46.71
RET00706,ORD008840,2025-04-14,Not as Expected,Approved,4503.26,170,63.27
RET00707,ORD008844,2026-01-12,Wrong Item,Approved,5970.71,55,385.51
RET00708,ORD008888,2025-04-01,Size/Fit,Approved,3642.29,60,67.94
RET00709,ORD008908,2026-01-09,Wrong Item,Approved,1463.69,95,34.46
RET00710,ORD008916,2025-11-20,Damaged,Approved,12907.28,135,105.58
RET00711,ORD008939,2025-06-24,Wrong Item,Approved,6113.13,85,31.28
RET00712,ORD008942,2025-08-18,Changed Mind,Approved,3930.55,145,2.52
RET00713,ORD008945,2025-03-12,Size/Fit,Approved,5252.75,165,269.09
RET00714,ORD008958,2025-06-01,Changed Mind,Approved,7054.45,140,120.67
RET00715,ORD008982,2025-10-06,Changed Mind,Approved,6353.44,80,215.13
RET00716,ORD009033,2025-07-11,Wrong Item,Approved,25624.26,135,1366.71
RET00717,ORD009077,2025-12-27,Wrong Item,Approved,19974.97,55,1169.35
RET00718,ORD009114,2025-05-11,Damaged,Approved,14160.65,55,568.34
RET00719,ORD009151,2025-08-03,Wrong Item,Approved,5992.87,90,272.36
RET00720,ORD009169,2025-11-23,Not as Expected,Approved,3429.63,70,130.21
RET00721,ORD009175,2025-09-07,Not as Expected,Approved,7758.93,115,234.32
RET00722,ORD009191,2025-08-05,Size/Fit,Approved,13472.68,170,1007.88
RET00723,ORD009209,2025-09-18,Size/Fit,Approved,4163.88,85,141.63
RET00724,ORD009210,2025-03-24,Not as Expected,Approved,6804.93,100,64.39
RET00725,ORD009250,2025-03-11,Not as Expected,Approved,1184.16,45,24.13
RET00726,ORD009264,2025-06-24,Size/Fit,Approved,2698.68,65,30.56
RET00727,ORD009266,2025-08-24,Size/Fit,Approved,2973,100,230.95
RET00728,ORD009273,2025-03-30,Size/Fit,Approved,23122.56,130,225.24
RET00729,ORD009303,2025-11-21,Wrong Item,Approved,8468.63,130,351.71
RET00730,ORD009306,2025-04-06,Changed Mind,Approved,1216.82,125,40.55
RET00731,ORD009320,2025-09-22,Wrong Item,Approved,12514.08,175,381.47
RET00732,ORD009330,2025-10-03,Damaged,Approved,5984.85,150,327.93
RET00733,ORD009332,2025-06-09,Damaged,Approved,3990.29,130,282.15
RET00734,ORD009338,2025-12-16,Damaged,Approved,47554.39,160,2671.49
RET00735,ORD009339,2025-05-02,Damaged,Approved,23567.3,135,1193.65
RET00736,ORD009340,2025-09-02,Damaged,Approved,1604.77,150,11.15
RET00737,ORD009362,2025-08-29,Size/Fit,Approved,3774.72,60,96.14
RET00738,ORD009395,2025-07-24,Size/Fit,Approved,6087.37,145,127.84
RET00739,ORD009423,2026-01-02,Size/Fit,Approved,6305.78,120,232.16
RET00740,ORD009431,2025-11-18,Wrong Item,Approved,546.4,70,33.66
RET00741,ORD009436,2025-02-10,Damaged,Approved,3729.23,160,236.37
RET00742,ORD009472,2025-11-21,Size/Fit,Approved,2283.15,155,103.1
RET00743,ORD009484,2025-08-07,Not as Expected,Approved,30647,130,1262.82
RET00744,ORD009494,2025-05-07,Wrong Item,Approved,3372.45,55,26.36
RET00745,ORD009502,2025-06-03,Size/Fit,Approved,2387.28,160,117.89
RET00746,ORD009532,2025-02-13,Damaged,Approved,9794.98,60,312.58
RET00747,ORD009535,2025-11-05,Damaged,Approved,6974.89,60,416.73
RET00748,ORD009537,2025-10-13,Damaged,Approved,49016.16,85,2581.5
RET00749,ORD009544,2025-12-11,Wrong Item,Approved,9714.41,165,283.04
RET00750,ORD009575,2025-08-05,Not as Expected,Approved,1338.46,170,40
RET00751,ORD009580,2025-09-16,Wrong Item,Approved,11907.64,110,365.84
RET00752,ORD009586,2025-09-07,Size/Fit,Approved,7217.08,130,185.15
RET00753,ORD009600,2025-09-24,Size/Fit,Approved,9147.21,65,372.86
RET00754,ORD009604,2025-05-02,Not as Expected,Approved,2861.12,50,5.98
RET00755,ORD009612,2025-11-11,Changed Mind,Approved,2240.65,45,77.01
RET00756,ORD009631,2025-05-20,Wrong Item,Approved,13904.93,70,712.02
RET00757,ORD009639,2025-11-26,Changed Mind,Approved,6336.45,70,317.94
RET00758,ORD009640,2025-08-20,Size/Fit,Approved,3620.74,85,108.27
RET00759,ORD009643,2025-07-27,Not as Expected,Approved,3956.15,50,174.4
RET00760,ORD009656,2025-05-15,Changed Mind,Approved,1799.54,45,60.14
RET00761,ORD009658,2025-05-13,Changed Mind,Approved,2311.98,155,94.7
RET00762,ORD009659,2025-12-01,Size/Fit,Approved,1760.16,110,63.21
RET00763,ORD009664,2025-12-04,Not as Expected,Approved,1109.21,80,8.68
RET00764,ORD009675,2025-02-10,Size/Fit,Approved,865.67,100,60.68
RET00765,ORD009685,2025-02-20,Damaged,Approved,8123.04,110,380.65
RET00766,ORD009698,2025-06-29,Size/Fit,Approved,2799.23,45,197.6
RET00767,ORD009700,2025-08-01,Damaged,Approved,1537.54,170,112.29
RET00768,ORD009721,2025-11-14,Not as Expected,Approved,13245.56,60,955.28
RET00769,ORD009743,2025-09-15,Size/Fit,Approved,620.51,135,26.77
RET00770,ORD009767,2025-11-20,Changed Mind,Approved,3621.04,145,96.34
RET00771,ORD009772,2025-05-21,Late Delivery,Approved,13110.95,180,164.58
RET00772,ORD009789,2025-08-25,Damaged,Approved,598.95,145,16.27
RET00773,ORD009818,2025-04-23,Damaged,Approved,5149.39,115,77.58
RET00774,ORD009839,2025-08-19,Not as Expected,Approved,49261.91,120,3858.08
RET00775,ORD009848,2025-08-14,Not as Expected,Approved,5968.2,115,444.44
RET00776,ORD009857,2025-02-15,Size/Fit,Approved,4547.19,115,154.87
RET00777,ORD009876,2025-02-14,Damaged,Approved,3415.41,165,201.77
RET00778,ORD009880,2025-08-17,Not as Expected,Approved,6868.06,135,421.44
RET00779,ORD009886,2025-05-16,Changed Mind,Approved,2757.93,60,76.81
RET00780,ORD009888,2025-04-06,Changed Mind,Approved,5702.86,60,294.73
RET00781,ORD009896,2025-07-10,Size/Fit,Approved,7323.43,90,476.35
RET00782,ORD009897,2025-03-14,Changed Mind,Approved,4609,100,112.32
RET00783,ORD009909,2025-01-21,Late Delivery,Approved,5464.46,150,153.4
RET00784,ORD009927,2025-02-19,Size/Fit,Approved,1176.94,75,18.12
RET00785,ORD009959,2025-12-27,Late Delivery,Approved,6269.24,145,416.94
RET00786,ORD009961,2025-01-15,Changed Mind,Approved,5301.3,125,199.27
RET00787,ORD009981,2025-12-29,Not as Expected,Approved,6202.93,70,284.36
RET00788,ORD010009,2025-11-09,Not as Expected,Approved,25296.01,50,540.37
RET00789,ORD010017,2025-01-10,Changed Mind,Approved,2530.14,140,3.01
RET00790,ORD010018,2025-10-24,Late Delivery,Approved,502.98,105,5.02
RET00791,ORD010041,2025-07-09,Changed Mind,Approved,19839.46,70,47.38
RET00792,ORD010042,2025-01-20,Damaged,Approved,4365.96,130,194.08
RET00793,ORD010051,2025-11-25,Wrong Item,Approved,15070.49,85,1109.11
RET00794,ORD010060,2026-01-04,Late Delivery,Approved,8834.69,75,192.11
RET00795,ORD010075,2025-08-03,Size/Fit,Approved,1472.89,65,0.7
RET00796,ORD010077,2025-10-07,Size/Fit,Approved,2678.44,140,94.43
RET00797,ORD010083,2025-10-29,Damaged,Approved,10556.63,120,450.22
RET00798,ORD010095,2025-07-10,Late Delivery,Approved,7788.62,140,565.27
RET00799,ORD010100,2025-11-19,Damaged,Approved,7221.78,100,122.03
RET00800,ORD010108,2025-10-25,Size/Fit,Rejected,0,0,0
RET00801,ORD010114,2025-10-03,Size/Fit,Approved,1960.55,100,95.01
RET00802,ORD010152,2025-03-11,Not as Expected,Approved,2361.77,155,42.64
RET00803,ORD010172,2025-06-21,Changed Mind,Approved,17608.01,95,1315.92
RET00804,ORD010185,2025-06-12,Changed Mind,Approved,14834.55,150,1005.15
RET00805,ORD010192,2025-01-15,Damaged,Approved,8211.92,120,97.63
RET00806,ORD010195,2025-03-24,Size/Fit,Approved,6687.17,110,404.84
RET00807,ORD010196,2025-10-29,Wrong Item,Approved,2597.02,70,173.62
RET00808,ORD010197,2025-12-14,Size/Fit,Approved,3384.68,65,142.69
RET00809,ORD010206,2025-05-25,Not as Expected,Approved,18317.04,115,8.67
RET00810,ORD010227,2025-09-18,Size/Fit,Approved,5045.96,85,223.4
RET00811,ORD010235,2025-11-14,Size/Fit,Approved,904.65,130,67.53
RET00812,ORD010238,2025-10-20,Not as Expected,Approved,4063.45,90,169.23
RET00813,ORD010245,2025-12-12,Not as Expected,Approved,3887.83,170,177.56
RET00814,ORD010249,2025-10-14,Size/Fit,Approved,1764.07,135,95.35
RET00815,ORD010252,2025-01-12,Not as Expected,Approved,8564.68,135,651.86
RET00816,ORD010253,2025-02-27,Not as Expected,Approved,21164.63,50,1296.75
RET00817,ORD010255,2025-06-11,Wrong Item,Approved,4857.76,120,340.81
RET00818,ORD010267,2025-06-25,Late Delivery,Approved,8666.28,90,664.31
RET00819,ORD010274,2025-05-11,Damaged,Approved,3508.87,170,185.73
RET00820,ORD010290,2025-10-02,Late Delivery,Approved,3026.81,85,77.73
RET00821,ORD010293,2025-04-15,Not as Expected,Rejected,0,0,0
RET00822,ORD010311,2025-11-28,Not as Expected,Approved,3266.39,155,231.17
RET00823,ORD010323,2025-10-12,Not as Expected,Approved,5302.45,110,187.32
RET00824,ORD010330,2025-08-28,Damaged,Approved,26307.16,160,536.66
RET00825,ORD010379,2025-09-17,Size/Fit,Approved,3960.47,90,35.57
RET00826,ORD010391,2025-02-14,Damaged,Approved,1038.86,125,15.43
RET00827,ORD010401,2025-05-30,Not as Expected,Approved,7937.73,165,136.63
RET00828,ORD010412,2025-03-25,Size/Fit,Approved,1880.59,155,146.48
RET00829,ORD010440,2025-05-12,Changed Mind,Rejected,0,0,0
RET00830,ORD010442,2025-03-13,Not as Expected,Approved,652.97,175,9.13
RET00831,ORD010460,2025-06-04,Damaged,Approved,29887.48,175,2373.62
RET00832,ORD010477,2025-12-10,Not as Expected,Approved,2887.45,145,121.81
RET00833,ORD010479,2025-01-17,Not as Expected,Approved,723.37,85,52.14
RET00834,ORD010482,2025-07-15,Wrong Item,Approved,23233.67,120,495.74
RET00835,ORD010489,2026-01-05,Wrong Item,Approved,3670.72,75,165.08
RET00836,ORD010526,2025-04-07,Not as Expected,Approved,2505.98,100,85.04
RET00837,ORD010539,2025-07-07,Late Delivery,Approved,1792.01,85,129.39
RET00838,ORD010560,2025-01-26,Damaged,Approved,4342.69,110,243.68
RET00839,ORD010589,2025-02-24,Not as Expected,Approved,3581.95,110,153.66
RET00840,ORD010593,2025-03-02,Not as Expected,Approved,13978.34,105,390.47
RET00841,ORD010610,2025-08-03,Size/Fit,Approved,19123.38,80,1524.16
RET00842,ORD010619,2025-11-05,Damaged,Approved,5413.96,105,125.76
RET00843,ORD010623,2025-09-08,Not as Expected,Approved,6919.17,125,129.72
RET00844,ORD010661,2025-08-24,Late Delivery,Approved,54954.04,110,2531.67
RET00845,ORD010670,2025-07-11,Size/Fit,Approved,2382.3,155,129.49
RET00846,ORD010673,2025-03-15,Size/Fit,Approved,3995.89,45,100.11
RET00847,ORD010680,2025-11-21,Not as Expected,Approved,3807.22,130,165.59
RET00848,ORD010684,2025-04-22,Late Delivery,Approved,8330.19,85,136.57
RET00849,ORD010685,2025-04-19,Damaged,Approved,5122.03,115,91.76
RET00850,ORD010696,2025-08-30,Size/Fit,Approved,1288.17,135,62.89
RET00851,ORD010710,2025-05-24,Damaged,Approved,4708.57,50,59.8
RET00852,ORD010759,2025-06-20,Changed Mind,Approved,1213.6,80,19.29
RET00853,ORD010760,2025-08-25,Late Delivery,Approved,6502.91,90,296.63
RET00854,ORD010790,2025-12-28,Wrong Item,Approved,17373.69,80,698.05
RET00855,ORD010814,2025-12-18,Changed Mind,Approved,24149.74,80,705.49
RET00856,ORD010849,2025-03-25,Not as Expected,Approved,52151.01,160,1040.71
RET00857,ORD010885,2025-11-12,Size/Fit,Approved,4489.76,100,32.8
RET00858,ORD010886,2025-08-02,Not as Expected,Approved,14613.09,145,761.18
RET00859,ORD010898,2025-05-10,Damaged,Approved,31820.8,155,1060.59
RET00860,ORD010902,2025-03-08,Size/Fit,Approved,14327.74,50,430.31
RET00861,ORD010919,2025-08-28,Size/Fit,Approved,1314.84,175,4.82
RET00862,ORD010942,2025-10-10,Wrong Item,Approved,10931.2,175,682.86
RET00863,ORD010943,2025-11-04,Late Delivery,Approved,2342.48,140,50.93
RET00864,ORD010958,2025-04-27,Changed Mind,Approved,4370.65,60,184.78
RET00865,ORD010961,2025-12-13,Changed Mind,Approved,29459.72,90,1734.16
RET00866,ORD010982,2025-10-27,Not as Expected,Approved,8236.61,100,99.48
RET00867,ORD010985,2025-03-27,Not as Expected,Approved,3541.14,160,17.4
RET00868,ORD010988,2025-05-28,Size/Fit,Approved,5288.67,75,353.47
RET00869,ORD010991,2025-01-26,Late Delivery,Approved,3335.61,110,174.16
RET00870,ORD011017,2025-01-18,Late Delivery,Approved,6033.56,145,373.87
RET00871,ORD011035,2025-11-22,Late Delivery,Approved,32322.4,115,1439.92
RET00872,ORD011052,2025-09-02,Wrong Item,Approved,1204.84,45,93.21
RET00873,ORD011065,2025-02-26,Not as Expected,Rejected,0,0,0
RET00874,ORD011076,2025-11-06,Late Delivery,Approved,4044.66,110,72.86
RET00875,ORD011089,2025-07-25,Wrong Item,Approved,5963.84,80,1.27
RET00876,ORD011091,2025-02-01,Changed Mind,Approved,4424.03,50,13.73
RET00877,ORD011139,2025-10-10,Not as Expected,Approved,634.18,105,26.34
RET00878,ORD011140,2025-04-16,Not as Expected,Approved,1098.82,180,11.83
RET00879,ORD011141,2025-09-11,Changed Mind,Approved,17506.81,80,1224.22
RET00880,ORD011142,2025-02-21,Not as Expected,Approved,18494.68,170,793.26
RET00881,ORD011158,2025-07-03,Damaged,Approved,6398.2,160,432.56
RET00882,ORD011162,2025-04-22,Changed Mind,Approved,1146.06,175,16.41
RET00883,ORD011181,2025-02-02,Wrong Item,Approved,16220.23,100,32.62
RET00884,ORD011182,2025-03-07,Size/Fit,Approved,17468.69,125,647.18
RET00885,ORD011189,2025-03-11,Size/Fit,Approved,3133.78,65,140.61
RET00886,ORD011193,2025-08-17,Size/Fit,Approved,1437.48,155,8.29
RET00887,ORD011197,2025-08-08,Damaged,Approved,3942.94,50,79.24
RET00888,ORD011254,2025-02-25,Not as Expected,Approved,11166.37,155,560.13
RET00889,ORD011272,2026-01-18,Damaged,Approved,27622.21,70,947.92
RET00890,ORD011277,2025-07-28,Late Delivery,Approved,4331.48,50,150.89
RET00891,ORD011304,2025-03-22,Changed Mind,Approved,486.83,95,1.19
RET00892,ORD011305,2025-03-16,Late Delivery,Approved,3414.25,125,158.33
RET00893,ORD011366,2025-10-19,Not as Expected,Approved,8478.83,125,186.39
RET00894,ORD011369,2025-11-24,Size/Fit,Approved,3867.58,160,303.29
RET00895,ORD011385,2025-02-18,Late Delivery,Approved,2641.68,155,203.32
RET00896,ORD011399,2025-10-10,Wrong Item,Approved,6577.97,60,132.59
RET00897,ORD011432,2025-07-25,Damaged,Approved,1276.12,140,81.29
RET00898,ORD011442,2025-08-02,Late Delivery,Approved,77080.11,150,5475.56
RET00899,ORD011446,2025-12-23,Damaged,Approved,8552.95,90,273.47
RET00900,ORD011466,2025-04-16,Not as Expected,Approved,6071.75,175,97.5
RET00901,ORD011469,2025-11-15,Damaged,Approved,11365.42,45,493.84
RET00902,ORD011470,2025-03-13,Late Delivery,Approved,38154.14,145,1459.66
RET00903,ORD011476,2025-07-20,Damaged,Approved,29390.35,105,1775.86
RET00904,ORD011479,2025-12-18,Not as Expected,Approved,4771.37,100,292.93
RET00905,ORD011496,2025-06-25,Not as Expected,Approved,15277.16,155,783.83
RET00906,ORD011504,2025-09-14,Wrong Item,Approved,2896.07,105,64.45
RET00907,ORD011515,2025-06-29,Size/Fit,Approved,2514.81,75,102.52
RET00908,ORD011517,2025-12-29,Changed Mind,Approved,6967.08,145,229.1
RET00909,ORD011520,2025-12-13,Damaged,Approved,4553.33,150,193.29
RET00910,ORD011544,2025-01-24,Late Delivery,Approved,13848.67,135,462.48
RET00911,ORD011554,2025-02-23,Late Delivery,Approved,4788.61,65,67.11
RET00912,ORD011561,2025-11-26,Changed Mind,Approved,7633.04,60,65.64
RET00913,ORD011576,2025-06-10,Size/Fit,Approved,5821.11,135,127.35
RET00914,ORD011606,2025-05-16,Damaged,Approved,685.05,100,49.49
RET00915,ORD011609,2025-03-14,Size/Fit,Approved,7533.57,95,547.22
RET00916,ORD011612,2025-10-10,Size/Fit,Approved,29325.51,115,1040.13
RET00917,ORD011626,2025-10-03,Late Delivery,Approved,1824.31,50,55.16
RET00918,ORD011628,2025-05-05,Damaged,Approved,5922.71,140,132.36
RET00919,ORD011635,2025-05-15,Not as Expected,Approved,617.85,55,47.76
RET00920,ORD011652,2025-01-23,Damaged,Approved,4992.07,65,294.2
RET00921,ORD011657,2025-11-01,Size/Fit,Approved,4100.01,55,84.37
RET00922,ORD011691,2025-06-01,Late Delivery,Approved,9920.32,100,294.69
RET00923,ORD011707,2025-08-08,Damaged,Approved,778.04,135,51.24
RET00924,ORD011722,2025-07-19,Not as Expected,Rejected,0,0,0
RET00925,ORD011728,2025-07-19,Changed Mind,Approved,5668.68,90,175.45
RET00926,ORD011741,2025-05-10,Not as Expected,Approved,5563.56,105,199.08
RET00927,ORD011750,2025-11-15,Changed Mind,Approved,954.61,50,23.09
RET00928,ORD011767,2025-07-05,Size/Fit,Approved,4656.31,45,25.46
RET00929,ORD011772,2025-07-28,Not as Expected,Approved,2765.18,130,45.17
RET00930,ORD011775,2025-05-26,Size/Fit,Approved,11272.3,110,882.21
RET00931,ORD011794,2025-08-25,Changed Mind,Approved,9225.21,150,258.2
RET00932,ORD011796,2025-10-09,Damaged,Approved,6758.3,130,402.88
RET00933,ORD011818,2025-10-25,Size/Fit,Approved,11283.73,105,633.18
RET00934,ORD011819,2025-01-18,Size/Fit,Approved,4489.51,65,350.98
RET00935,ORD011823,2025-02-20,Not as Expected,Approved,17797.86,80,555.89
RET00936,ORD011877,2025-03-09,Not as Expected,Approved,1090.16,160,8.83
RET00937,ORD011878,2025-02-17,Late Delivery,Approved,4020.83,95,24.91
RET00938,ORD011884,2025-04-05,Late Delivery,Approved,6145.65,85,56.65
RET00939,ORD011886,2025-07-06,Changed Mind,Approved,5140.44,85,112.46
RET00940,ORD011897,2025-06-14,Size/Fit,Approved,1623.52,145,10.35
RET00941,ORD011909,2025-08-13,Not as Expected,Approved,874.28,55,40.51
RET00942,ORD011941,2025-05-23,Damaged,Approved,609.05,175,13.39
RET00943,ORD011968,2025-04-08,Changed Mind,Approved,18839.71,120,1374.25
RET00944,ORD012002,2025-10-15,Damaged,Approved,53324.34,110,469.93
RET00945,ORD012003,2025-09-26,Wrong Item,Approved,1071.93,50,11.36
RET00946,ORD012009,2025-02-01,Changed Mind,Approved,23249.17,175,1067.48
RET00947,ORD012066,2025-04-06,Wrong Item,Approved,7126.45,120,441.75
RET00948,ORD012084,2025-11-22,Changed Mind,Approved,10442.03,170,649.81
RET00949,ORD012130,2026-01-01,Not as Expected,Approved,1169.74,150,33.49
RET00950,ORD012133,2026-01-05,Not as Expected,Approved,46443.17,55,3004.56
RET00951,ORD012136,2025-10-31,Size/Fit,Approved,2827.25,45,164.28
RET00952,ORD012152,2025-09-09,Damaged,Approved,11262.93,75,160.94
RET00953,ORD012169,2025-03-11,Changed Mind,Approved,3049.63,150,85.12
RET00954,ORD012179,2025-08-12,Damaged,Approved,6757.56,160,232.21
RET00955,ORD012190,2025-01-06,Not as Expected,Approved,3340.54,80,73.78
RET00956,ORD012215,2025-01-26,Late Delivery,Approved,4448.62,115,4.14
RET00957,ORD012235,2025-02-14,Late Delivery,Approved,1031.91,140,51.03
RET00958,ORD012267,2025-07-16,Not as Expected,Approved,4850.37,180,287
RET00959,ORD012292,2025-10-11,Size/Fit,Approved,2740.29,135,48.62
RET00960,ORD012302,2025-03-20,Not as Expected,Approved,3718.9,105,248.29
RET00961,ORD012304,2025-11-04,Changed Mind,Approved,647.64,110,4.11
RET00962,ORD012317,2025-10-22,Size/Fit,Approved,3914.44,115,158.85
RET00963,ORD012346,2025-05-20,Changed Mind,Approved,3843.84,100,167.49
RET00964,ORD012357,2025-03-24,Not as Expected,Approved,1519.08,155,76.43
RET00965,ORD012365,2025-05-01,Size/Fit,Approved,2850.97,140,15.82
RET00966,ORD012366,2025-12-14,Damaged,Approved,3666.32,90,30.58
RET00967,ORD012369,2025-04-13,Not as Expected,Approved,13621.63,130,309.11
RET00968,ORD012379,2025-11-14,Wrong Item,Approved,4255.93,115,112.88
RET00969,ORD012394,2025-11-16,Changed Mind,Approved,7260.85,60,77.66
RET00970,ORD012409,2025-02-10,Late Delivery,Approved,693.59,175,20.74
RET00971,ORD012416,2026-01-08,Damaged,Approved,51589.73,145,605.29
RET00972,ORD012425,2025-06-03,Late Delivery,Approved,1596.82,100,30.61
RET00973,ORD012440,2025-09-29,Damaged,Approved,15011.19,155,765.46
RET00974,ORD012460,2025-12-22,Late Delivery,Approved,16644.16,80,999.27
RET00975,ORD012469,2025-09-30,Wrong Item,Approved,8157.48,70,193.35
RET00976,ORD012473,2025-09-18,Damaged,Approved,27171.47,165,259.68
RET00977,ORD012476,2025-02-06,Late Delivery,Approved,2895.31,70,11.18
RET00978,ORD012483,2025-07-23,Wrong Item,Approved,55007.85,170,2259.45
RET00979,ORD012484,2025-05-10,Changed Mind,Approved,21079.4,170,291.94
RET00980,ORD012494,2025-12-24,Damaged,Approved,1367.12,60,4.72
RET00981,ORD012503,2025-09-19,Size/Fit,Approved,676.91,120,16.17
RET00982,ORD012506,2025-09-09,Late Delivery,Approved,3997.59,140,86.8
RET00983,ORD012510,2025-03-01,Size/Fit,Approved,4060.26,70,70.57
RET00984,ORD012525,2025-11-22,Size/Fit,Approved,844.92,100,48.73
RET00985,ORD012547,2025-07-03,Changed Mind,Approved,14940.67,55,353.47
RET00986,ORD012565,2025-11-13,Size/Fit,Approved,5469.22,100,32.65
RET00987,ORD012577,2025-10-24,Changed Mind,Approved,2618.97,175,101.34
RET00988,ORD012584,2025-03-17,Late Delivery,Approved,25836.59,70,1659.06
RET00989,ORD012588,2025-06-24,Damaged,Approved,12344.93,60,736.01
RET00990,ORD012622,2025-10-16,Damaged,Approved,12260.94,120,732.66
RET00991,ORD012640,2025-08-04,Size/Fit,Approved,1313.79,175,85.59
RET00992,ORD012641,2025-04-30,Late Delivery,Approved,7514.64,165,256.87
RET00993,ORD012644,2025-09-27,Damaged,Approved,25155.31,130,411.95
RET00994,ORD012653,2025-05-11,Not as Expected,Approved,34058.91,65,554.86
RET00995,ORD012663,2025-05-23,Size/Fit,Approved,3508.11,60,239.08
RET00996,ORD012675,2025-12-01,Not as Expected,Approved,11356.9,125,445.93
RET00997,ORD012684,2025-04-11,Damaged,Approved,4837.18,145,106.56
RET00998,ORD012732,2026-01-08,Late Delivery,Approved,76853.46,65,5751.73
RET00999,ORD012738,2025-09-12,Not as Expected,Approved,19776.59,55,921.87
RET01000,ORD012740,2025-11-17,Not as Expected,Approved,1336.85,155,50.14
RET01001,ORD012764,2026-01-03,Not as Expected,Approved,2730.48,90,129.19
RET01002,ORD012789,2025-05-02,Damaged,Approved,7349.24,130,539.49
RET01003,ORD012846,2025-04-06,Not as Expected,Approved,20703.23,95,526.23
RET01004,ORD012860,2025-03-23,Wrong Item,Approved,5986.18,130,149.33
RET01005,ORD012880,2025-11-06,Wrong Item,Approved,31006.19,50,1937.45
RET01006,ORD012894,2025-03-13,Not as Expected,Approved,463.77,120,35.27
RET01007,ORD012936,2025-02-24,Damaged,Approved,2268.99,75,50.69
RET01008,ORD012938,2025-05-04,Changed Mind,Approved,4614.69,150,327.54
RET01009,ORD012941,2025-11-09,Late Delivery,Approved,43003.68,65,377.2
RET01010,ORD012959,2025-12-24,Not as Expected,Approved,14336.75,55,44.49
RET01011,ORD012972,2025-10-05,Not as Expected,Approved,3007.26,140,13.89
RET01012,ORD012975,2025-05-18,Damaged,Approved,3339.6,160,130.81
RET01013,ORD012979,2025-05-29,Size/Fit,Approved,505.64,65,9.37
RET01014,ORD013000,2025-04-22,Not as Expected,Approved,11654.21,165,927.04
RET01015,ORD013003,2025-07-27,Not as Expected,Approved,2903.77,120,122.11
RET01016,ORD013006,2025-03-08,Wrong Item,Approved,14389.16,70,757.47
RET01017,ORD013026,2025-12-12,Late Delivery,Approved,9057.73,55,374.47
RET01018,ORD013074,2025-06-16,Size/Fit,Approved,5275.77,50,53.86
RET01019,ORD013080,2025-03-17,Size/Fit,Approved,13934.33,125,500.89
RET01020,ORD013134,2025-05-10,Not as Expected,Approved,532.86,90,22.46
RET01021,ORD013135,2025-08-24,Not as Expected,Approved,8273.23,95,435.07
RET01022,ORD013146,2025-05-30,Damaged,Approved,4287.47,115,5.49
RET01023,ORD013148,2025-01-18,Wrong Item,Approved,1150.66,70,14.88
RET01024,ORD013159,2025-07-16,Wrong Item,Approved,1878.71,140,72.65
RET01025,ORD013162,2025-03-12,Damaged,Approved,77679.35,45,2780.78
RET01026,ORD013179,2025-07-20,Wrong Item,Approved,13772.5,155,389.52
RET01027,ORD013183,2025-02-21,Damaged,Approved,4281.47,85,79.33
RET01028,ORD013188,2025-12-23,Late Delivery,Approved,4717.11,80,89.38
RET01029,ORD013212,2025-09-22,Changed Mind,Approved,3006.17,150,111.89
RET01030,ORD013272,2025-03-08,Late Delivery,Approved,2095.76,75,155.51
RET01031,ORD013280,2025-02-10,Damaged,Approved,1971.74,125,28.04
RET01032,ORD013310,2025-05-16,Size/Fit,Approved,2503.79,110,158.81
RET01033,ORD013320,2025-03-17,Not as Expected,Approved,3160.89,60,58.77
RET01034,ORD013357,2025-07-31,Not as Expected,Approved,4216.97,50,91.65
RET01035,ORD013361,2025-08-02,Changed Mind,Approved,6722.44,90,457.8
RET01036,ORD013369,2025-09-18,Changed Mind,Approved,1502.81,115,40.75
RET01037,ORD013381,2025-08-08,Changed Mind,Approved,6779.55,140,266.33
RET01038,ORD013382,2025-08-17,Damaged,Approved,22783.12,50,1520.22
RET01039,ORD013384,2025-09-06,Size/Fit,Approved,4993.78,80,166.8
RET01040,ORD013421,2025-05-20,Changed Mind,Approved,10049.06,90,648.84
RET01041,ORD013425,2025-10-08,Wrong Item,Approved,16954.15,165,1121.59
RET01042,ORD013432,2025-04-12,Size/Fit,Approved,4583.68,100,229.03
RET01043,ORD013434,2025-11-15,Size/Fit,Approved,4944.82,140,64.55
RET01044,ORD013465,2025-05-26,Size/Fit,Approved,12688.21,165,635.64
RET01045,ORD013488,2025-05-16,Not as Expected,Approved,22770.72,115,1614.25
RET01046,ORD013499,2025-03-06,Changed Mind,Approved,1032.39,90,79
RET01047,ORD013536,2025-07-31,Late Delivery,Approved,7794,175,114.36
RET01048,ORD013537,2025-07-09,Late Delivery,Approved,2804.72,160,195.8
RET01049,ORD013544,2025-01-28,Late Delivery,Approved,7283.87,75,412.7
RET01050,ORD013552,2026-01-13,Not as Expected,Approved,5073.42,170,267.66
RET01051,ORD013570,2025-05-20,Wrong Item,Approved,860.65,80,29.5
RET01052,ORD013619,2025-07-07,Size/Fit,Approved,5751.27,175,362.88
RET01053,ORD013626,2025-12-20,Not as Expected,Approved,5007.1,115,59.94
RET01054,ORD013644,2025-04-10,Changed Mind,Approved,660.46,125,42.55
RET01055,ORD013651,2025-12-01,Changed Mind,Approved,2568.15,75,43.28
